depth_cm,TiCa_1,FeK_1,depth_cm2,TiCa_2,FeK_2,depth_cm3,TiCa_3,FeK_3,Depth_cm_4,TiCa4,FeK4,depth_cm5,TiCa5,FeK5
228.0,0.95,68.76,860.4,0.76,68.94,1507.4,0.68,70.25,2128.2,0.38,53.90,2748.0,0.24,52.37
228.2,1.09,67.69,860.6,1.21,70.27,1507.6,0.64,69.82,2128.4,0.42,53.64,2748.2,0.28,52.32
228.4,1.09,67.72,860.8,1.17,71.61,1507.8,0.49,69.47,2128.6,0.39,53.27,2748.4,0.33,52.29
228.6,1.53,68.98,861.0,0.50,72.44,1508.0,0.58,69.26,2128.8,0.41,52.87,2748.6,0.34,52.25
228.8,1.79,71.26,861.2,1.11,72.60,1508.2,0.52,69.33,2129.0,0.25,52.48,2748.8,0.40,52.15
229.0,1.99,74.08,861.4,1.24,72.32,1508.4,0.47,69.84,2129.2,0.27,52.09,2749.0,0.42,51.95
229.2,1.80,76.79,861.6,1.03,71.97,1508.6,0.51,70.82,2129.4,0.30,51.70,2749.2,0.26,51.68
229.4,2.34,78.99,861.8,1.95,71.88,1508.8,0.48,72.26,2129.6,0.28,51.35,2749.4,0.31,51.38
229.6,2.45,80.72,862.0,1.46,72.12,1509.0,0.66,74.17,2129.8,0.31,51.10,2749.6,0.39,51.12
229.8,1.39,82.18,862.2,1.57,72.59,1509.2,0.74,76.33,2130.0,0.27,51.03,2749.8,0.38,50.92
230.0,1.55,83.49,862.4,1.93,73.08,1509.4,0.78,78.45,2130.2,0.28,51.17,2750.0,0.38,50.81
230.2,1.72,84.53,862.6,1.48,73.36,1509.6,0.78,80.27,2130.4,0.30,51.45,2750.2,0.43,50.81
230.4,1.62,84.92,862.8,2.02,73.46,1509.8,1.00,81.56,2130.6,0.27,51.65,2750.4,0.37,50.92
230.6,2.02,84.40,863.0,1.73,73.46,1510.0,0.86,82.14,2130.8,0.28,51.59,2750.6,0.47,51.13
230.8,2.78,83.03,863.2,1.33,73.59,1510.2,0.83,81.95,2131.0,0.26,51.15,2750.8,0.45,51.42
231.0,2.30,81.34,863.4,1.35,73.98,1510.4,0.81,81.11,2131.2,0.23,50.39,2751.0,0.60,51.96
231.2,1.45,80.02,863.6,1.21,74.83,1510.6,0.75,79.74,2131.4,0.19,49.49,2751.2,0.61,52.96
231.4,2.17,79.47,863.8,1.30,76.08,1510.8,0.74,77.97,2131.6,0.18,48.67,2751.4,0.58,54.70
231.6,2.67,79.67,864.0,1.58,77.54,1511.0,0.71,76.01,2131.8,0.21,48.06,2751.6,0.48,57.43
231.8,3.79,80.19,864.2,1.65,78.97,1511.2,0.79,74.06,2132.0,0.22,47.67,2751.8,0.45,60.90
232.0,3.32,80.58,864.4,1.70,80.12,1511.4,0.71,72.17,2132.2,0.22,47.40,2752.0,0.31,64.38
232.2,3.16,80.64,864.6,2.09,80.85,1511.6,0.58,70.53,2132.4,0.23,47.19,2752.2,0.25,66.84
232.4,2.88,80.48,864.8,0.95,81.10,1511.8,0.63,69.40,2132.6,0.23,47.01,2752.4,0.37,67.46
232.6,2.81,80.24,865.0,2.08,80.98,1512.0,0.65,69.13,2132.8,0.23,46.88,2752.6,0.47,66.04
232.8,2.60,79.96,866.8,4.07,80.50,1512.2,0.60,70.21,2133.0,0.21,46.82,2752.8,0.65,63.13
233.0,2.98,79.50,867.0,4.28,79.67,1512.4,0.48,72.84,2133.2,0.19,46.84,2753.0,0.69,59.75
233.2,2.78,78.72,867.2,3.04,78.51,1512.6,0.56,76.64,2133.4,0.25,46.93,2753.2,0.43,56.90
233.4,2.98,77.63,867.4,3.56,77.26,1512.8,0.64,80.64,2133.6,0.22,47.05,2753.4,0.68,55.08
233.6,3.13,76.33,867.6,2.45,76.40,1513.0,0.94,83.66,2133.8,0.22,47.20,2753.6,0.70,54.28
233.8,3.16,75.01,867.8,3.28,76.49,1513.2,0.86,84.78,2134.0,0.21,47.37,2753.8,0.58,54.22
234.0,2.49,73.90,868.0,3.30,77.75,1513.4,0.65,83.89,2134.2,0.22,47.52,2754.0,0.51,54.47
234.2,0.96,73.20,868.2,3.30,79.79,1513.6,0.56,81.56,2134.4,0.22,47.61,2754.2,0.76,54.99
234.4,2.13,72.94,868.4,3.74,81.81,1513.8,0.70,78.79,2134.6,0.18,47.68,2754.4,0.61,56.06
234.6,2.49,73.20,868.6,3.60,82.94,1514.0,0.62,76.35,2134.8,0.21,47.78,2754.6,0.63,57.92
234.8,1.49,74.15,868.8,3.43,82.71,1514.2,0.65,74.63,2135.0,0.20,47.97,2754.8,0.56,60.50
235.0,1.35,75.95,869.0,2.98,81.33,1514.4,0.62,73.51,2135.2,0.21,48.30,2755.0,0.84,63.32
235.2,1.12,78.67,869.2,3.68,79.53,1514.6,0.51,72.65,2135.4,0.20,48.72,2755.2,1.18,65.57
235.4,0.93,82.28,869.4,3.87,78.09,1514.8,0.54,71.91,2135.6,0.18,49.04,2755.4,1.73,66.52
235.6,1.14,86.65,869.6,4.19,77.42,1515.0,0.38,71.63,2135.8,0.19,49.09,2755.6,1.14,65.87
235.8,2.18,91.76,869.8,3.42,77.42,1515.2,0.56,72.24,2136.0,0.15,48.80,2755.8,0.99,63.99
236.0,2.15,97.85,870.0,3.61,77.72,1515.4,0.63,74.06,2136.2,0.21,48.25,2756.0,0.76,61.87
236.2,2.04,104.88,870.2,3.14,77.95,1515.6,0.65,77.11,2136.4,0.16,47.59,2756.2,0.68,60.65
236.4,2.62,112.10,870.4,3.10,78.17,1515.8,0.75,80.92,2136.6,0.15,47.00,2756.4,0.76,61.09
236.6,2.63,118.25,870.6,2.51,78.52,1516.0,0.88,84.80,2136.8,0.16,46.65,2756.6,0.78,63.03
236.8,2.50,122.24,870.8,3.15,79.04,1516.2,0.98,88.05,2137.0,0.16,46.61,2756.8,0.73,65.45
237.0,2.34,123.73,871.0,4.45,79.63,1516.4,1.13,90.21,2137.2,0.15,46.78,2757.0,1.05,67.05
237.2,2.29,123.20,871.2,4.25,80.06,1516.6,1.32,91.08,2137.4,0.14,47.04,2757.2,0.87,66.97
237.4,2.39,121.76,871.4,2.78,80.03,1516.8,1.12,90.76,2137.6,0.15,47.18,2757.4,0.68,65.22
237.6,2.52,120.29,871.6,2.58,79.38,1517.0,1.09,89.49,2137.8,0.16,47.05,2757.6,0.53,62.64
237.8,2.31,118.89,871.8,1.97,78.17,1517.2,0.75,87.57,2138.0,0.14,46.63,2757.8,0.49,60.34
238.0,1.86,117.20,872.0,3.70,76.64,1517.4,0.71,85.20,2138.2,0.12,46.07,2758.0,0.49,59.03
238.2,1.55,114.86,872.2,3.47,75.12,1517.6,0.65,82.64,2138.4,0.09,45.53,2758.2,0.89,58.67
238.4,1.50,111.83,872.4,3.37,73.90,1517.8,0.69,80.14,2138.6,0.12,45.19,2758.4,0.77,58.64
238.6,1.79,108.48,872.6,3.88,73.11,1518.0,0.67,77.81,2138.8,0.13,45.08,2758.6,0.74,58.33
238.8,2.47,105.38,872.8,3.74,72.75,1518.2,0.55,75.70,2139.0,0.15,45.11,2758.8,0.55,57.55
239.0,2.54,103.11,873.0,3.68,72.72,1518.4,0.50,73.77,2139.2,0.11,45.17,2759.0,0.47,56.60
239.2,2.56,101.91,873.2,3.47,72.93,1518.6,0.60,72.02,2139.4,0.12,45.18,2759.2,0.42,55.92
239.4,2.44,101.94,873.4,2.10,73.25,1518.8,0.56,70.61,2139.6,0.10,45.16,2759.4,0.49,55.66
239.6,1.66,103.05,873.6,2.04,73.62,1519.0,0.57,69.76,2139.8,0.11,45.17,2759.6,0.68,55.65
239.8,2.78,104.61,873.8,1.62,74.17,1519.2,0.54,69.76,2140.0,0.11,45.19,2759.8,0.81,55.63
240.0,3.19,105.56,874.0,1.37,75.24,1519.4,0.50,70.70,2140.2,0.11,45.19,2760.0,0.74,55.73
240.2,3.54,105.04,874.2,1.78,77.28,1519.6,0.55,72.34,2140.4,0.11,45.19,2760.2,0.48,56.20
240.4,3.22,102.85,874.4,1.89,80.38,1519.8,0.56,74.16,2140.6,0.10,45.29,2760.4,0.43,57.25
240.6,2.99,99.58,874.6,1.95,84.05,1520.0,0.60,75.52,2140.8,0.09,45.74,2760.6,0.46,58.73
240.8,2.92,96.25,874.8,2.40,87.37,1520.2,0.82,76.02,2141.0,0.10,46.69,2760.8,0.65,60.12
241.0,3.43,93.71,875.0,1.45,89.42,1520.4,0.64,75.76,2141.2,0.10,48.10,2761.0,0.93,60.81
241.2,3.16,92.31,875.2,1.48,89.75,1520.6,0.64,75.21,2141.4,0.10,49.80,2761.2,0.64,60.54
241.4,3.60,91.87,875.6,1.01,88.62,1520.8,0.59,74.97,2141.6,0.11,51.62,2761.4,0.58,59.65
241.6,4.06,92.11,875.8,1.21,86.93,1521.0,0.62,75.38,2141.8,0.13,53.62,2761.6,0.38,58.78
241.8,3.97,92.91,876.0,1.15,85.62,1521.2,0.70,76.32,2142.0,0.14,55.78,2761.8,0.66,58.55
242.0,3.13,94.06,876.2,1.17,85.26,1521.4,0.60,77.32,2142.2,0.15,57.83,2762.0,0.72,59.21
242.2,2.60,95.30,876.4,1.17,85.88,1521.6,0.72,77.83,2142.4,0.10,59.25,2762.2,0.83,60.64
242.4,3.89,96.35,876.6,1.20,87.22,1521.8,0.80,77.44,2142.6,0.09,59.36,2762.4,0.86,62.68
242.6,3.62,97.00,876.8,1.19,88.84,1522.0,0.68,76.15,2142.8,0.10,57.76,2762.6,1.27,65.34
242.8,3.97,97.25,877.0,1.41,90.37,1522.2,0.51,74.45,2143.0,0.07,54.67,2762.8,0.92,68.65
243.0,3.26,97.23,877.2,1.44,91.44,1522.4,0.44,73.14,2143.2,0.08,50.88,2763.0,0.95,72.21
243.2,3.24,97.02,877.4,1.79,91.53,1522.6,0.57,72.97,2143.4,0.08,47.36,2763.2,1.54,75.14
243.4,3.47,96.55,877.6,2.34,90.33,1522.8,0.49,74.21,2143.6,0.06,44.78,2763.4,0.56,76.55
243.6,3.43,95.73,877.8,2.68,87.95,1523.0,0.84,76.52,2143.8,0.06,43.30,2763.6,1.54,76.00
243.8,3.14,94.71,878.0,2.23,85.12,1523.2,1.31,78.99,2144.0,0.08,42.63,2763.8,1.03,73.83
244.0,2.66,93.70,878.2,2.29,82.95,1523.4,1.65,80.62,2144.2,0.07,42.28,2764.0,0.65,70.97
244.2,2.92,92.88,878.4,2.56,82.42,1523.6,1.27,80.90,2144.4,0.08,41.97,2764.2,1.24,68.47
244.4,3.07,92.17,878.6,1.97,83.80,1523.8,0.81,80.00,2144.6,0.08,41.64,2764.4,0.97,66.77
244.6,2.64,91.26,878.8,2.65,86.48,1524.0,0.65,78.64,2144.8,0.08,41.27,2764.6,1.04,65.75
244.8,3.44,89.73,879.0,2.24,89.34,1524.2,0.62,77.56,2145.0,0.07,40.86,2764.8,0.59,64.82
245.0,1.92,87.47,879.2,2.87,91.28,1524.4,0.69,77.09,2145.2,0.06,40.49,2765.0,1.20,63.53
245.2,2.36,84.77,879.4,2.70,91.78,1524.6,0.65,76.96,2145.4,0.06,40.23,2765.2,0.67,61.81
245.4,1.60,82.16,879.6,2.16,91.19,1524.8,0.88,76.55,2145.6,0.06,40.11,2765.4,0.31,59.95
245.6,1.54,80.02,879.8,1.82,90.30,1525.0,0.72,75.43,2145.8,0.06,40.13,2765.6,0.37,58.34
245.8,1.39,78.45,880.0,1.79,89.67,1525.2,0.68,73.66,2146.0,0.07,40.20,2765.8,0.23,57.17
246.0,1.50,77.33,880.2,2.28,89.37,1525.4,0.50,71.75,2146.2,0.06,40.23,2766.0,0.39,56.53
246.2,1.17,76.38,880.4,2.66,89.08,1525.6,0.57,70.41,2146.4,0.06,40.21,2766.2,0.37,56.64
246.4,0.79,75.45,880.6,2.05,88.34,1525.8,0.55,70.15,2146.6,0.06,40.16,2766.4,0.41,57.71
246.6,1.51,74.65,880.8,3.06,86.93,1526.0,0.61,71.15,2146.8,0.06,40.15,2766.6,0.47,59.57
246.8,1.47,74.14,881.0,1.64,85.12,1526.2,0.78,73.27,2147.0,0.06,40.22,2766.8,0.67,61.79
247.0,0.95,73.97,881.2,2.36,83.61,1526.4,0.88,76.13,2147.2,0.06,40.38,2767.0,0.68,63.72
247.2,1.11,73.98,881.4,3.01,82.92,1526.6,1.08,79.26,2147.4,0.06,40.58,2767.2,0.45,64.72
247.4,1.17,73.89,881.6,3.72,83.11,1526.8,0.95,82.20,2147.6,0.06,40.72,2767.4,0.72,64.50
247.6,1.05,73.46,881.8,3.57,83.88,1527.0,1.19,84.59,2147.8,0.06,40.77,2767.6,0.60,63.36
247.8,0.87,72.62,882.0,2.72,84.57,1527.2,1.22,86.17,2148.0,0.06,40.72,2767.8,0.61,62.03
248.0,0.93,71.46,882.2,1.54,84.64,1527.4,1.16,86.87,2148.2,0.06,40.55,2768.0,0.57,61.29
248.2,0.71,70.26,882.4,3.00,83.92,1527.6,1.08,86.77,2148.4,0.05,40.28,2768.2,0.77,61.54
248.4,1.08,69.26,882.6,2.63,82.62,1527.8,1.14,86.12,2148.6,0.05,39.99,2768.4,0.69,62.66
248.6,0.93,68.52,882.8,2.75,81.16,1528.0,1.11,85.30,2148.8,0.05,39.73,2768.6,0.73,64.13
248.8,1.06,67.95,883.0,2.52,80.02,1528.2,1.05,84.62,2149.0,0.05,39.53,2768.8,0.20,65.34
249.0,1.03,67.34,883.2,3.31,79.91,1528.4,0.99,84.17,2149.2,0.05,39.42,2769.0,0.57,65.94
249.2,0.98,66.56,883.4,3.24,81.65,1528.6,1.20,83.94,2149.4,0.05,39.36,2769.2,0.49,65.86
249.4,0.96,65.64,883.6,2.10,85.40,1528.8,0.99,83.83,2149.6,0.05,39.33,2769.4,0.43,65.23
249.6,0.75,64.73,883.8,2.80,90.43,1529.0,0.89,83.78,2149.8,0.05,39.32,2769.6,0.60,64.42
249.8,0.81,64.01,884.0,2.88,95.36,1529.2,1.14,83.81,2150.0,0.05,39.35,2769.8,0.61,63.76
250.0,0.79,63.59,884.2,2.34,98.46,1529.4,1.02,83.91,2150.2,0.04,39.41,2770.0,0.49,63.49
250.2,1.00,63.86,884.4,2.77,98.55,1529.6,0.75,84.10,2150.4,0.04,39.45,2770.2,0.58,63.70
250.4,0.95,65.15,884.6,2.75,95.75,1529.8,0.80,84.33,2150.6,0.05,39.41,2770.4,0.53,64.36
250.6,0.81,67.37,884.8,2.05,91.29,1530.0,0.89,84.83,2150.8,0.05,39.27,2770.6,0.45,65.28
250.8,0.80,69.85,885.0,2.13,86.75,1530.2,0.88,86.03,2151.0,0.04,39.07,2770.8,0.48,66.11
251.0,0.88,71.65,885.2,2.53,83.26,1530.4,0.84,88.13,2151.2,0.04,38.87,2771.0,0.46,66.49
251.2,0.90,71.88,885.4,2.27,81.54,1530.6,0.95,90.91,2151.4,0.04,38.78,2771.2,0.59,66.21
251.4,0.73,70.38,885.6,2.20,81.97,1530.8,0.97,93.63,2151.6,0.04,38.79,2771.4,0.60,65.32
251.6,0.77,68.00,885.8,1.21,84.39,1531.0,1.11,95.30,2151.8,0.04,38.87,2771.6,0.62,64.10
251.8,0.71,65.92,886.0,1.97,88.44,1531.2,0.82,95.27,2152.0,0.04,38.97,2771.8,0.51,62.88
252.0,0.82,64.97,886.2,1.85,93.36,1531.4,1.02,93.61,2152.2,0.04,39.07,2772.0,0.53,61.84
252.2,0.54,65.13,886.4,2.48,97.89,1531.6,0.85,91.10,2152.4,0.04,39.13,2772.2,0.47,60.93
255.6,0.91,65.72,886.6,2.17,100.87,1531.8,0.85,88.67,2152.6,0.04,39.12,2772.4,0.55,60.05
255.8,0.74,65.79,886.8,1.88,101.94,1532.0,0.75,86.88,2152.8,0.04,39.03,2772.6,0.47,59.09
256.0,0.80,64.87,887.0,2.26,101.66,1532.2,0.85,85.73,2153.0,0.04,38.85,2772.8,0.51,58.18
256.2,0.76,63.29,887.2,2.55,101.10,1532.4,0.64,84.81,2153.2,0.04,38.60,2773.0,0.49,57.61
256.4,0.77,61.69,887.4,2.61,101.25,1532.6,0.79,83.77,2153.4,0.03,38.37,2773.2,0.53,57.63
256.6,0.91,60.63,887.6,2.74,102.41,1532.8,0.65,82.65,2153.6,0.03,38.27,2773.4,0.47,58.14
256.8,0.77,60.34,887.8,2.77,104.07,1533.0,0.67,81.77,2153.8,0.04,38.37,2773.6,0.44,58.78
257.0,0.78,60.63,888.0,2.62,105.14,1533.2,0.79,81.29,2154.0,0.03,38.62,2773.8,0.46,59.13
257.2,0.73,61.04,888.2,2.61,104.76,1533.4,0.84,81.09,2154.2,0.03,38.97,2774.0,0.42,58.92
257.4,0.77,61.28,888.4,2.59,102.57,1533.6,0.66,80.93,2154.4,0.04,39.28,2774.2,0.35,58.18
257.6,0.76,61.26,888.6,2.06,98.80,1533.8,0.78,80.63,2154.6,0.04,39.41,2774.4,0.35,57.19
257.8,0.70,61.04,888.8,1.38,94.18,1534.0,0.57,80.17,2154.8,0.04,39.34,2774.6,0.27,56.28
258.0,0.78,60.93,889.0,1.64,89.61,1534.2,0.56,79.65,2155.0,0.03,39.09,2774.8,0.36,55.61
258.2,0.70,61.20,889.2,0.88,85.79,1534.4,0.52,79.17,2155.2,0.04,38.78,2775.0,0.31,55.17
258.4,0.79,61.99,889.4,1.48,82.92,1534.6,0.62,78.76,2155.4,0.03,38.53,2775.2,0.29,54.81
258.6,0.55,63.13,889.6,1.12,80.88,1534.8,0.57,78.36,2155.6,0.03,38.42,2775.4,0.41,54.37
258.8,0.67,64.25,889.8,1.03,79.58,1535.0,0.69,77.91,2155.8,0.04,38.50,2775.6,0.36,53.88
259.0,0.84,64.84,890.0,1.38,79.13,1535.2,0.66,77.42,2156.0,0.04,38.75,2775.8,0.40,53.47
259.2,0.75,64.60,890.2,1.23,79.65,1535.4,0.55,77.02,2156.2,0.03,39.18,2776.0,0.34,53.23
259.4,0.74,63.58,890.4,0.76,81.00,1535.6,0.59,76.81,2156.4,0.04,39.78,2776.2,0.38,53.22
259.6,0.66,62.07,890.6,1.05,82.65,1535.8,0.58,76.80,2156.6,0.03,40.46,2776.4,0.40,53.42
259.8,0.64,60.50,890.8,1.24,83.78,1536.0,0.56,76.89,2156.8,0.04,41.10,2776.6,0.40,53.74
260.0,0.66,59.23,891.0,1.39,83.75,1536.2,0.49,76.91,2157.0,0.04,41.58,2776.8,0.40,53.99
260.2,0.65,58.49,891.2,1.10,82.35,1536.4,0.59,76.83,2157.2,0.05,41.86,2777.0,0.34,54.00
260.4,0.64,58.24,891.4,0.44,79.98,1536.6,0.53,76.72,2157.4,0.05,41.94,2777.2,0.36,53.71
260.6,0.65,58.22,891.6,0.56,77.29,1536.8,0.63,76.76,2157.6,0.04,41.94,2777.4,0.35,53.17
260.8,0.57,58.19,891.8,0.87,74.95,1537.0,0.70,77.03,2157.8,0.05,41.97,2777.6,0.29,52.50
261.0,0.63,57.99,892.0,0.87,73.34,1537.2,0.44,77.60,2158.0,0.05,42.11,2777.8,0.26,51.82
261.2,0.66,57.65,892.2,1.12,72.44,1537.4,0.60,78.56,2158.2,0.05,42.40,2778.0,0.32,51.40
261.4,0.57,57.31,892.4,1.07,72.07,1537.6,0.57,79.81,2158.4,0.05,42.82,2778.2,0.36,51.46
261.6,0.68,57.13,892.6,0.87,72.04,1537.8,0.59,81.11,2158.6,0.05,43.33,2778.4,0.35,52.11
261.8,0.56,57.23,892.8,0.98,72.32,1538.0,0.57,82.16,2158.8,0.05,43.88,2778.6,0.23,53.23
262.0,0.63,57.63,893.0,1.07,72.93,1538.2,0.89,82.76,2159.0,0.06,44.43,2778.8,0.30,54.59
262.2,0.53,58.21,893.2,0.89,73.88,1538.4,1.00,82.89,2159.2,0.07,44.94,2779.0,0.34,55.97
262.4,0.37,58.83,893.4,0.81,75.01,1538.6,0.56,82.81,2159.4,0.06,45.40,2779.2,0.36,57.31
262.6,0.64,59.29,893.6,0.59,76.08,1538.8,0.68,82.93,2159.6,0.08,45.87,2779.4,0.34,58.66
262.8,0.68,59.43,893.8,0.62,76.74,1539.0,0.75,83.50,2159.8,0.07,46.36,2779.6,0.26,60.00
263.0,0.60,59.19,894.0,0.89,76.78,1539.2,0.72,84.41,2160.0,0.09,46.93,2779.8,0.35,61.11
263.2,0.70,58.62,894.2,0.72,76.19,1539.4,0.89,85.20,2160.2,0.08,47.66,2780.0,0.38,61.65
263.4,0.60,57.95,894.4,0.78,75.15,1539.6,0.81,85.27,2160.4,0.10,48.60,2780.2,0.34,61.30
263.6,0.63,57.46,894.6,0.63,73.88,1539.8,0.79,84.13,2160.6,0.10,49.80,2780.4,0.32,59.91
263.8,0.62,57.37,894.8,0.62,72.65,1540.0,0.93,81.76,2160.8,0.10,51.34,2780.6,0.38,57.68
264.0,0.68,57.67,895.0,0.83,71.66,1540.2,0.93,78.66,2161.0,0.11,53.16,2780.8,0.30,55.16
264.2,0.75,58.09,895.2,0.76,71.03,1540.4,0.64,75.55,2161.2,0.15,55.07,2781.0,0.34,52.91
264.4,0.85,58.27,895.4,0.68,70.92,1540.6,0.46,73.19,2161.4,0.18,56.91,2781.2,0.27,51.30
264.6,0.77,58.01,895.6,0.70,71.48,1540.8,0.40,72.05,2161.6,0.45,58.55,2781.4,0.24,50.44
264.8,0.68,57.28,895.8,0.69,72.64,1541.0,0.45,72.10,2161.8,0.31,59.96,2781.6,0.21,50.42
265.0,0.59,56.32,896.0,0.75,74.11,1541.2,0.42,72.94,2162.0,0.23,61.20,2781.8,0.24,51.11
265.2,0.64,55.49,896.2,0.68,75.49,1541.4,0.59,74.02,2162.2,0.33,62.36,2782.0,0.26,52.25
265.4,0.63,55.13,896.4,0.68,76.35,1541.6,0.56,74.92,2162.4,0.36,63.46,2782.2,0.20,53.45
265.6,0.63,55.41,896.6,0.75,76.51,1541.8,0.50,75.62,2162.6,0.32,64.38,2782.4,0.30,54.37
265.8,0.69,56.29,896.8,0.88,76.11,1542.0,0.54,76.34,2162.8,0.43,65.04,2782.6,0.23,54.92
266.0,0.64,57.55,897.0,0.56,75.55,1542.2,0.52,77.28,2163.0,0.45,65.42,2782.8,0.29,55.47
266.2,0.72,58.84,897.2,0.75,75.17,1542.4,0.49,78.47,2163.2,0.36,65.53,2783.0,0.29,56.50
266.4,0.81,59.78,897.4,0.80,75.13,1542.6,0.59,79.62,2163.4,0.30,65.56,2783.2,0.23,58.11
266.6,0.82,60.10,897.6,0.66,75.33,1542.8,0.61,80.36,2163.6,0.31,65.71,2783.4,0.32,59.94
266.8,0.81,59.78,897.8,0.51,75.40,1543.0,0.54,80.40,2163.8,0.38,66.08,2783.6,0.34,61.24
267.0,0.67,58.99,898.0,0.38,75.02,1543.2,0.48,79.76,2164.0,0.51,66.68,2783.8,0.29,61.33
267.2,0.65,58.00,898.2,0.64,74.15,1543.4,0.54,78.73,2164.2,0.43,67.42,2784.0,0.37,59.95
267.4,0.79,57.13,898.4,0.56,72.97,1543.6,0.55,77.75,2164.4,0.26,68.17,2784.2,0.29,57.56
267.6,0.68,56.51,898.6,0.75,71.75,1543.8,0.45,77.13,2164.6,0.50,68.83,2784.4,0.33,55.00
267.8,0.74,56.18,898.8,0.57,70.71,1544.0,0.52,77.02,2164.8,0.44,69.27,2784.6,0.33,52.95
268.0,0.56,56.08,899.0,0.62,69.98,1544.2,0.48,77.31,2165.0,0.50,69.44,2784.8,0.34,51.64
268.2,0.62,56.19,899.2,0.71,69.58,1544.4,0.59,77.74,2165.2,0.46,69.32,2785.0,0.28,50.93
268.4,0.72,56.54,899.4,0.50,69.41,1544.6,0.56,78.07,2165.4,0.49,68.96,2785.2,0.32,50.51
268.6,0.66,57.23,899.6,0.61,69.36,1544.8,0.63,78.23,2165.6,0.53,68.49,2785.4,0.32,50.13
268.8,0.64,58.29,899.8,0.63,69.18,1545.0,0.73,78.25,2165.8,0.46,68.01,2785.6,0.32,49.78
269.0,0.87,59.67,900.0,0.66,68.74,1545.2,0.87,78.25,2166.0,0.41,67.61,2785.8,0.24,49.58
269.2,0.83,61.23,900.2,0.57,67.98,1545.4,0.66,78.28,2166.2,0.42,67.29,2786.0,0.29,49.59
269.4,0.94,62.71,900.4,0.76,67.09,1545.6,0.70,78.23,2166.4,0.62,67.08,2786.2,0.32,49.81
269.6,0.83,63.82,900.6,0.64,66.33,1545.8,0.69,77.97,2166.6,0.51,67.02,2786.4,0.28,50.21
269.8,0.82,64.35,900.8,0.62,65.93,1546.0,0.82,77.42,2166.8,0.49,67.20,2786.6,0.30,50.69
270.0,0.68,64.23,901.0,0.54,65.94,1546.2,0.60,76.65,2167.0,0.62,67.71,2786.8,0.34,51.12
270.2,0.63,63.49,901.2,0.63,66.17,1546.4,0.61,75.81,2167.2,0.63,68.69,2787.0,0.24,51.40
270.4,0.82,62.33,901.4,0.60,66.37,1546.6,0.61,75.04,2167.4,0.44,70.08,2787.2,0.36,51.57
270.6,0.70,61.00,901.6,0.57,66.33,1546.8,0.73,74.47,2167.6,0.44,71.56,2787.4,0.37,51.69
270.8,0.62,59.77,901.8,0.51,66.05,1547.0,0.71,74.14,2167.8,0.82,72.63,2787.6,0.38,51.80
271.0,0.69,58.84,902.0,0.39,65.64,1547.2,0.72,74.12,2168.0,0.52,72.91,2787.8,0.39,51.89
271.2,0.83,58.29,902.2,0.52,65.26,1547.4,0.65,74.48,2168.2,0.56,72.29,2788.0,0.39,51.92
271.4,0.80,58.06,902.4,0.50,64.99,1547.6,0.62,75.22,2168.4,0.54,71.00,2788.2,0.39,52.32
271.6,0.66,57.99,902.6,0.49,64.88,1547.8,0.74,76.19,2168.6,0.75,69.55,2788.4,0.37,53.60
271.8,0.63,57.94,902.8,0.49,64.87,1548.0,1.41,77.29,2168.8,0.47,68.45,2788.6,0.35,55.81
272.0,0.67,57.87,903.0,0.45,64.91,1548.2,0.98,78.42,2169.0,0.62,67.96,2788.8,0.41,58.52
272.2,0.71,57.83,903.2,0.45,64.90,1548.4,0.66,79.48,2169.2,0.70,68.01,2789.0,0.40,60.89
272.4,0.64,57.88,903.4,0.50,64.79,1548.6,0.79,80.38,2169.4,0.64,68.28,2789.2,0.38,62.16
272.6,0.66,58.06,903.6,0.45,64.56,1548.8,0.88,80.87,2169.6,0.72,68.38,2789.4,0.42,62.06
272.8,0.60,58.27,903.8,0.50,64.25,1549.0,0.78,80.65,2169.8,0.73,68.15,2789.6,0.38,61.10
273.0,0.76,58.40,904.0,0.40,63.95,1549.2,0.90,79.47,2170.0,0.51,67.75,2789.8,0.46,59.98
273.2,0.84,58.35,904.2,0.49,63.72,1549.4,0.92,77.37,2170.2,0.69,67.49,2790.0,0.58,59.19
273.4,0.64,58.15,904.4,0.42,63.54,1549.6,0.93,74.70,2170.4,0.68,67.62,2790.2,0.67,58.71
273.6,0.61,57.94,904.6,0.34,63.37,1549.8,0.67,71.94,2170.6,0.68,68.27,2790.4,0.45,58.29
273.8,0.71,57.89,904.8,0.35,63.19,1550.0,0.60,69.55,2170.8,0.77,69.34,2790.6,0.35,57.62
274.0,0.68,58.12,905.0,0.35,63.05,1550.2,0.58,67.75,2171.0,0.86,70.52,2790.8,0.42,56.71
274.2,0.78,58.63,905.2,0.38,63.01,1550.4,0.57,66.62,2171.2,0.60,71.41,2791.0,0.48,55.98
274.4,0.84,59.35,905.4,0.42,63.07,1550.6,0.55,66.24,2171.4,0.95,71.77,2791.2,0.32,55.58
274.6,0.74,60.08,905.6,0.38,63.21,1550.8,0.55,66.66,2171.6,1.27,71.56,2791.4,0.37,55.35
274.8,0.83,60.63,905.8,0.41,63.38,1551.0,0.57,67.87,2171.8,0.98,71.02,2791.6,0.42,54.97
275.0,0.76,60.83,906.0,0.40,63.50,1551.2,0.69,69.63,2172.0,0.76,70.50,2791.8,0.47,54.29
